order_id,user_id,restaurant_id,location,cuisine,order_time,items_count,order_value,payment_method,delivery_time_minutes,rating,is_repeat_customer
1968,4631,550,Delhi,Fast Food,10-01-2024 06:03,5,779.12,UPI,50,5,0
1969,7172,896,Delhi,Mughlai,19-01-2024 08:31,6,286.96,NetBanking,31,4,0
1970,8177,389,Pune,Chinese,08-01-2024 10:01,7,525.95,Cash,48,2,0
1971,9433,362,Ahmedabad,Bakery,13-01-2024 14:35,2,753.26,UPI,54,,0
1972,4897,948,Chennai,Chinese,03-01-2024 12:43,6,749.05,Cash,34,3,0
1973,9123,944,Mumbai,Bakery,08-01-2024 17:32,6,745.94,NetBanking,44,,0
1974,3279,413,Hyderabad,Bakery,23-01-2024 05:29,6,917.89,UPI,24,3,0
1975,9980,184,Hyderabad,Cafe,09-01-2024 12:11,7,216.22,Cash,50,2,0
1976,8451,514,Chennai,South Indian,12-01-2024 20:05,3,181.02,Card,52,3,0
1977,9906,428,Pune,Bakery,07-01-2024 07:51,3,262.82,UPI,46,5,0
1978,1775,144,Bangalore,Chinese,29-01-2024 17:08,5,971.63,Cash,32,3,1
1979,7869,914,Ahmedabad,Mughlai,28-01-2024 20:15,5,171.34,Card,47,4,0
1980,3247,432,Ahmedabad,Chinese,20-01-2024 02:11,6,347.76,NetBanking,29,4,1
1981,8088,564,Bangalore,Fast Food,15-01-2024 13:33,4,380.25,Card,49,3,1
1982,1078,299,Pune,South Indian,17-01-2024 05:14,1,811.98,Card,38,4,1
1983,9080,300,Mumbai,Mughlai,25-01-2024 10:19,6,541.79,Card,45,2,1
1984,8099,428,Hyderabad,Mughlai,26-01-2024 01:07,6,318.89,Cash,46,4,1
1985,4926,779,Hyderabad,Italian,02-01-2024 05:33,7,594.49,Cash,47,4,0
1986,8340,339,Hyderabad,Italian,14-01-2024 13:06,7,854,NetBanking,54,1,0
1987,8083,983,Pune,Mughlai,01-01-2024 16:16,1,964.66,Card,50,3,1
1988,7230,897,Delhi,North Indian,01-01-2024 10:40,7,236.27,Card,25,1,1
1989,5940,801,Kolkata,Fast Food,18-01-2024 15:43,1,886.19,Card,46,5,1
1990,4271,682,Bangalore,North Indian,17-01-2024 20:46,3,104.97,Card,17,3,0
1991,4456,756,Pune,South Indian,17-01-2024 04:46,4,896.76,Card,22,3,1
1992,8788,458,Kolkata,Cafe,05-01-2024 19:13,7,827.1,UPI,47,3,1
1993,9599,820,Ahmedabad,Italian,17-01-2024 19:04,1,615.53,NetBanking,53,3,0
1994,8650,459,Chennai,Cafe,26-01-2024 11:13,6,250.56,Cash,33,2,1
1995,3711,477,Kolkata,Italian,28-01-2024 07:51,5,941,Cash,49,4,0
1996,2668,484,Delhi,Mughlai,19-01-2024 11:37,7,178.93,UPI,22,,0
1997,1147,819,Ahmedabad,Italian,19-01-2024 07:43,6,1085.13,Cash,40,,0
1998,7420,564,Delhi,North Indian,02-01-2024 01:18,7,950.81,Card,33,5,0
1999,1365,321,Ahmedabad,Cafe,10-01-2024 21:40,3,915.06,Cash,23,3,1
2000,5531,898,Bangalore,Chinese,17-01-2024 14:07,3,929.83,Card,52,4,0
2001,6330,774,Hyderabad,North Indian,01-01-2024 22:14,6,174.33,NetBanking,49,1,1
2002,6510,464,Mumbai,Cafe,18-01-2024 02:24,7,1188.94,Cash,21,3,1
2003,9754,171,Kolkata,Italian,08-01-2024 20:25,5,1044.46,UPI,18,4,0
2004,9964,339,Ahmedabad,Fast Food,29-01-2024 15:55,4,658.73,Cash,20,5,0
2005,7493,603,Ahmedabad,Fast Food,25-01-2024 18:17,4,891.34,Card,48,2,0
2006,6439,513,Pune,Bakery,28-01-2024 15:31,1,913.18,UPI,30,1,0
2007,7511,226,Pune,Cafe,13-01-2024 08:38,5,1012.76,Card,24,2,1
2008,8504,586,Ahmedabad,North Indian,22-01-2024 12:41,2,380.91,NetBanking,50,2,0
2009,2246,696,Chennai,Mughlai,20-01-2024 15:32,4,509.26,Cash,28,5,1
2010,4839,626,Bangalore,Bakery,12-01-2024 06:31,1,979.65,NetBanking,21,4,0
2011,9551,347,Mumbai,Bakery,10-01-2024 23:21,3,945.88,NetBanking,16,,0
2012,3376,581,Bangalore,North Indian,21-01-2024 05:41,4,674.88,UPI,45,3,0
2013,4009,411,Bangalore,Bakery,09-01-2024 06:29,2,535.83,Card,43,4,1
2014,2827,543,Bangalore,South Indian,23-01-2024 20:18,3,1165.29,Cash,31,3,0
2015,7979,382,Bangalore,North Indian,03-01-2024 04:00,3,556.52,UPI,30,2,0
2016,9569,101,Hyderabad,Bakery,27-01-2024 16:01,7,940.38,Cash,21,5,0
2017,5285,173,Pune,Bakery,23-01-2024 14:21,5,553.91,NetBanking,29,4,0
2018,7910,163,Delhi,North Indian,24-01-2024 05:45,5,440.82,UPI,42,4,0
2019,9561,872,Pune,Italian,30-01-2024 17:29,6,805.1,NetBanking,20,2,0
2020,3196,446,Pune,Mughlai,19-01-2024 05:02,4,988.38,Cash,20,4,1
2021,4747,423,Kolkata,Bakery,23-01-2024 06:52,2,1179.52,NetBanking,41,3,1
2022,9843,338,Bangalore,Mughlai,08-01-2024 23:49,5,263.79,NetBanking,48,3,0
2023,6978,496,Mumbai,Mughlai,05-01-2024 08:05,1,1063.73,UPI,28,4,1
2024,6607,436,Kolkata,Chinese,03-01-2024 10:48,3,676.56,NetBanking,31,1,0
2025,1769,440,Ahmedabad,Italian,13-01-2024 06:55,1,218.52,NetBanking,24,,0
2026,1780,378,Mumbai,Chinese,08-01-2024 10:10,3,973.82,Card,16,2,0
2027,7303,452,Mumbai,Italian,09-01-2024 21:29,1,464.7,Cash,28,3,0
2028,4983,991,Delhi,Cafe,16-01-2024 06:31,3,1055.07,Cash,35,4,0
2029,9714,562,Delhi,Italian,28-01-2024 05:29,5,273.58,NetBanking,49,5,1
2030,1521,561,Mumbai,South Indian,21-01-2024 15:35,1,882.2,Cash,42,2,0
2031,8569,812,Hyderabad,Bakery,24-01-2024 05:35,4,430.88,UPI,50,,0
2032,6784,392,Delhi,Mughlai,25-01-2024 22:18,4,383.08,UPI,34,3,0
2033,5583,897,Delhi,Cafe,27-01-2024 07:57,2,155.29,Cash,21,4,0
2034,6946,832,Hyderabad,Mughlai,21-01-2024 07:21,2,630.1,UPI,36,2,1
2035,5941,506,Bangalore,Chinese,25-01-2024 08:33,7,530.65,Card,42,4,0
2036,7267,261,Delhi,Italian,11-01-2024 00:47,6,167.86,NetBanking,34,2,1
2037,8128,602,Kolkata,Italian,18-01-2024 01:40,2,349.31,Cash,46,1,1
2038,3461,547,Mumbai,Chinese,21-01-2024 11:32,1,636,Card,33,3,1
2039,1685,794,Mumbai,Cafe,29-01-2024 20:37,3,989.1,Cash,42,4,0
2040,3160,554,Hyderabad,South Indian,05-01-2024 23:11,6,1122.39,Cash,39,2,0
2041,8031,984,Mumbai,Chinese,17-01-2024 01:07,2,666.87,Cash,36,1,0
2042,6341,364,Pune,South Indian,26-01-2024 15:22,5,543.64,Card,16,1,0
2043,1038,231,Ahmedabad,Cafe,19-01-2024 09:13,4,1150.23,UPI,35,1,0
2044,5875,933,Chennai,South Indian,12-01-2024 21:47,4,1159.15,Card,20,2,0
2045,2256,219,Ahmedabad,Fast Food,17-01-2024 19:51,5,309.45,Card,47,5,0
2046,8697,991,Mumbai,South Indian,25-01-2024 00:38,4,684.6,Card,17,3,0
2047,3196,318,Hyderabad,Fast Food,18-01-2024 12:27,1,1003,NetBanking,38,,0
2048,8165,516,Ahmedabad,Bakery,20-01-2024 05:22,7,1004.48,Cash,26,2,0
2049,1301,771,Hyderabad,North Indian,12-01-2024 21:28,5,853.48,NetBanking,19,,0
2050,8527,604,Hyderabad,South Indian,11-01-2024 22:15,7,618.62,UPI,36,5,0
2051,7381,399,Pune,Chinese,10-01-2024 02:26,1,544.02,UPI,34,5,0
2052,1646,208,Ahmedabad,Fast Food,07-01-2024 13:54,6,987.05,UPI,47,4,0
2053,9789,337,Kolkata,Cafe,26-01-2024 14:29,7,348.3,UPI,18,2,0
2054,9853,392,Chennai,Cafe,22-01-2024 10:30,4,571.27,Card,40,,0
2055,5330,678,Pune,North Indian,06-01-2024 01:39,5,723.55,NetBanking,30,5,1
2056,8003,927,Ahmedabad,Bakery,10-01-2024 08:14,5,1014.96,NetBanking,34,5,1
2057,4537,286,Delhi,North Indian,11-01-2024 00:00,6,511.24,UPI,50,5,1
2058,5558,135,Bangalore,South Indian,17-01-2024 23:19,6,703.52,NetBanking,33,3,0
2059,7579,660,Mumbai,Chinese,12-01-2024 09:30,6,407.08,NetBanking,45,5,0
2060,9474,355,Kolkata,South Indian,15-01-2024 03:41,5,1020.6,NetBanking,17,3,1
2061,5082,534,Delhi,Italian,24-01-2024 17:20,4,964.1,NetBanking,29,4,0
2062,5183,718,Hyderabad,Mughlai,16-01-2024 22:45,4,1002.11,NetBanking,25,,0
2063,9652,107,Delhi,North Indian,16-01-2024 00:37,4,163.22,Card,30,5,0
2064,4754,847,Pune,Italian,18-01-2024 02:17,2,635.59,Card,53,2,0
2065,2724,277,Delhi,Italian,12-01-2024 17:10,2,249.43,NetBanking,15,4,0
2066,2376,341,Chennai,Fast Food,20-01-2024 21:27,7,841.14,NetBanking,46,5,0
2067,9706,140,Hyderabad,Cafe,22-01-2024 05:30,3,442.53,NetBanking,22,3,0
2068,9894,456,Kolkata,Italian,30-01-2024 13:10,7,952.03,UPI,33,2,0
2069,2653,856,Ahmedabad,North Indian,25-01-2024 11:22,5,171.68,UPI,40,3,1
2070,3066,212,Kolkata,North Indian,05-01-2024 20:18,7,664.59,NetBanking,35,4,1
2071,1022,976,Hyderabad,Mughlai,23-01-2024 15:18,4,236.03,Card,36,4,0
2072,3460,867,Mumbai,Mughlai,08-01-2024 06:26,5,713.69,UPI,25,5,1
2073,6926,265,Ahmedabad,Mughlai,02-01-2024 09:58,6,768.09,Cash,21,5,1
2074,7251,603,Kolkata,Chinese,30-01-2024 18:16,1,608.36,UPI,20,3,0
2075,8295,953,Kolkata,South Indian,19-01-2024 02:41,1,407.61,UPI,39,4,0
2076,4300,177,Mumbai,Chinese,21-01-2024 10:33,4,135.56,Cash,46,1,1
2077,7279,818,Mumbai,Chinese,17-01-2024 17:49,2,828.33,NetBanking,47,4,0
2078,9553,922,Ahmedabad,Cafe,08-01-2024 07:15,7,1057.49,UPI,45,1,0
2079,8353,977,Pune,South Indian,24-01-2024 01:41,3,907.01,UPI,30,3,0
2080,4727,295,Kolkata,North Indian,04-01-2024 11:14,7,1082.32,NetBanking,50,3,0
2081,7272,501,Kolkata,Fast Food,14-01-2024 18:49,2,1122.45,UPI,31,5,1
2082,6995,932,Kolkata,Cafe,18-01-2024 15:42,5,594.5,UPI,40,2,1
2083,1514,163,Mumbai,Mughlai,24-01-2024 02:36,2,867.79,NetBanking,37,5,1
2084,1448,751,Kolkata,Mughlai,13-01-2024 22:44,4,537.12,UPI,50,4,1
2085,7019,985,Delhi,Mughlai,30-01-2024 03:26,6,1111.5,NetBanking,25,3,0
2086,6343,524,Delhi,Italian,26-01-2024 07:26,6,719.27,UPI,44,4,1
2087,9033,141,Mumbai,Mughlai,02-01-2024 11:56,2,927.7,NetBanking,39,3,0
2088,3520,472,Mumbai,Fast Food,24-01-2024 17:47,1,115.97,Cash,48,,0
2089,4081,405,Mumbai,Italian,09-01-2024 04:24,4,733.1,UPI,35,2,0
2090,2428,308,Bangalore,Mughlai,19-01-2024 16:33,7,916.19,Cash,16,2,1
2091,4967,566,Ahmedabad,South Indian,15-01-2024 01:46,4,382.71,Card,17,5,0
2092,7445,403,Mumbai,South Indian,20-01-2024 01:00,7,115.81,Card,19,2,0
2093,3159,684,Pune,Chinese,09-01-2024 14:05,4,918,Cash,16,1,0
2094,6132,491,Bangalore,Bakery,20-01-2024 08:57,2,471.89,UPI,45,5,0
2095,3547,252,Mumbai,Bakery,17-01-2024 06:29,1,571.67,Cash,37,1,0
2096,3979,746,Hyderabad,South Indian,20-01-2024 19:11,2,718.26,Cash,28,5,0
2097,3649,461,Chennai,Italian,14-01-2024 23:59,5,221.28,NetBanking,32,4,1
2098,9505,363,Kolkata,Bakery,27-01-2024 11:11,6,213.91,Cash,25,4,0
2099,4083,315,Kolkata,Fast Food,12-01-2024 16:00,3,1156.97,Cash,29,2,0
2100,2037,820,Delhi,Cafe,05-01-2024 18:41,3,472.79,NetBanking,35,4,1
2101,4489,815,Hyderabad,Fast Food,17-01-2024 12:01,6,381.08,NetBanking,19,3,1
2102,8604,721,Chennai,Fast Food,16-01-2024 05:27,3,152.51,NetBanking,17,3,0
2103,8544,642,Kolkata,Bakery,01-01-2024 08:32,6,291.32,Cash,32,4,0
2104,3634,623,Kolkata,Cafe,26-01-2024 03:38,5,573.98,UPI,22,5,0
2105,4983,738,Bangalore,Fast Food,28-01-2024 15:44,5,476.28,Card,52,4,0
2106,2778,924,Delhi,Chinese,27-01-2024 21:58,5,567.04,Cash,40,4,0
2107,8902,293,Bangalore,Bakery,16-01-2024 12:37,1,874.3,UPI,46,5,1
2108,6110,751,Pune,Fast Food,26-01-2024 11:59,4,805.97,NetBanking,27,,0
2109,6189,126,Pune,Italian,22-01-2024 21:39,6,642.47,Cash,24,4,0
2110,8378,145,Bangalore,Mughlai,15-01-2024 06:20,7,996.3,Cash,15,5,0
2111,2124,746,Delhi,Mughlai,25-01-2024 21:39,5,1043.06,Cash,25,2,0
2112,1697,928,Chennai,Chinese,25-01-2024 20:15,3,749.89,NetBanking,19,4,1
2113,3179,157,Delhi,Cafe,22-01-2024 14:02,6,229.33,NetBanking,15,3,1
2114,6251,112,Mumbai,Chinese,13-01-2024 18:27,7,546.8,Card,15,5,0
2115,2929,711,Ahmedabad,Bakery,07-01-2024 11:19,7,797.91,NetBanking,33,,0
2116,2013,148,Bangalore,Chinese,03-01-2024 20:26,3,169.14,NetBanking,19,3,1
2117,1226,902,Mumbai,South Indian,10-01-2024 06:30,6,121.9,NetBanking,26,4,0
2118,8321,193,Delhi,Chinese,17-01-2024 19:10,6,1143.17,NetBanking,42,5,0
2119,2828,706,Delhi,Italian,04-01-2024 19:18,2,903.07,UPI,51,4,0
2120,8909,756,Kolkata,Cafe,04-01-2024 08:51,7,268.42,UPI,37,4,0
2121,6588,683,Pune,Bakery,08-01-2024 15:14,4,589.64,Cash,19,5,0
2122,3023,550,Chennai,Bakery,08-01-2024 08:37,5,312.91,UPI,37,4,1
2123,5966,478,Bangalore,Fast Food,04-01-2024 00:50,4,111.31,NetBanking,38,5,0
2124,6891,109,Pune,Cafe,08-01-2024 21:56,5,530.86,NetBanking,31,,0
2125,2080,773,Hyderabad,South Indian,12-01-2024 06:35,3,813.22,Card,18,4,0
2126,6036,825,Delhi,Fast Food,15-01-2024 08:50,4,1149.54,NetBanking,31,4,0
2127,3563,615,Kolkata,North Indian,12-01-2024 17:43,4,946.82,NetBanking,44,4,0
2128,4292,323,Hyderabad,South Indian,01-01-2024 21:01,5,353.15,Cash,39,3,0
2129,4586,480,Bangalore,Cafe,13-01-2024 01:30,5,469.83,NetBanking,31,5,0
2130,5431,640,Mumbai,Italian,25-01-2024 06:48,7,672.64,Cash,28,3,1
2131,7841,401,Ahmedabad,South Indian,10-01-2024 18:48,4,310.4,NetBanking,37,,1
2132,7643,302,Ahmedabad,Chinese,24-01-2024 05:21,6,1016.24,Cash,38,5,0
2133,4959,688,Ahmedabad,South Indian,25-01-2024 23:24,5,284.76,Cash,31,2,1
2134,1161,670,Bangalore,Chinese,26-01-2024 07:52,4,418.97,Cash,31,1,1
2135,1593,295,Pune,Fast Food,22-01-2024 06:06,2,735.36,UPI,28,2,0
2136,4390,421,Chennai,South Indian,01-01-2024 04:57,4,235.55,NetBanking,29,5,1
2137,6997,517,Hyderabad,South Indian,12-01-2024 18:10,1,787.08,NetBanking,33,4,0
2138,7354,718,Kolkata,Italian,06-01-2024 21:55,4,1138.65,Card,19,4,1
2139,1663,441,Pune,Mughlai,13-01-2024 23:27,7,860.69,Cash,31,2,0
2140,1541,488,Hyderabad,North Indian,28-01-2024 23:51,7,994.06,NetBanking,47,3,1
2141,6433,108,Mumbai,South Indian,14-01-2024 11:53,6,582.34,Card,53,4,0
2142,6093,631,Pune,Fast Food,20-01-2024 07:51,2,501.85,NetBanking,20,,0
2143,1867,248,Kolkata,Chinese,10-01-2024 20:19,2,461.46,Cash,39,2,0
2144,9623,482,Mumbai,Mughlai,07-01-2024 12:08,6,826.51,UPI,31,3,1
2145,6469,628,Delhi,Fast Food,24-01-2024 04:16,7,670.39,Card,47,4,0
2146,7256,111,Pune,Cafe,14-01-2024 01:45,7,619.55,Card,25,2,0
2147,2169,575,Bangalore,Bakery,25-01-2024 20:19,3,210.82,Cash,47,2,0
2148,1830,693,Pune,Bakery,27-01-2024 20:05,6,840.71,Cash,42,3,0
2149,2651,678,Pune,Italian,22-01-2024 09:54,3,897.92,Card,19,4,0
2150,2136,744,Chennai,Bakery,10-01-2024 23:21,7,315.82,NetBanking,35,4,1
2151,3810,152,Delhi,South Indian,16-01-2024 15:13,1,935.68,UPI,44,5,0
2152,9667,535,Ahmedabad,Cafe,11-01-2024 05:00,5,1067.33,NetBanking,40,5,0
2153,2019,305,Bangalore,North Indian,29-01-2024 01:21,5,292.09,Cash,17,3,0
2154,6237,844,Mumbai,Mughlai,26-01-2024 19:40,2,597.25,Cash,35,4,0
2155,2283,153,Chennai,North Indian,23-01-2024 13:29,2,1063.8,NetBanking,26,5,0
2156,1659,679,Mumbai,South Indian,19-01-2024 07:01,3,636.03,Cash,21,3,0
2157,3010,589,Kolkata,North Indian,08-01-2024 15:12,7,996.78,Cash,40,2,0
2158,9590,902,Mumbai,Fast Food,08-01-2024 06:36,2,337.33,Card,53,3,1
2159,2733,443,Ahmedabad,Chinese,25-01-2024 07:27,4,170.32,Card,27,5,0
2160,3125,268,Hyderabad,South Indian,29-01-2024 10:46,4,165.41,NetBanking,28,3,0
2161,3171,260,Bangalore,Bakery,19-01-2024 03:13,1,1169.59,Cash,39,2,1
2162,9266,626,Delhi,Mughlai,07-01-2024 15:24,7,281.19,Cash,31,,0
2163,4471,802,Pune,Chinese,27-01-2024 03:31,4,1051.38,UPI,30,3,0
2164,6624,626,Hyderabad,North Indian,11-01-2024 23:30,1,447.3,Cash,42,4,1
2165,9691,386,Ahmedabad,Mughlai,28-01-2024 04:43,3,144.1,NetBanking,54,3,0
2166,9329,974,Kolkata,Italian,24-01-2024 04:22,4,365.08,UPI,32,3,0
2167,3097,511,Bangalore,Cafe,28-01-2024 02:59,1,656.04,UPI,18,4,0
2168,6068,621,Kolkata,Chinese,12-01-2024 12:28,7,217.45,Cash,54,3,1
2169,7397,668,Ahmedabad,Cafe,26-01-2024 17:59,5,1114.38,NetBanking,31,2,1
2170,3757,298,Bangalore,Cafe,18-01-2024 10:20,1,1089.87,Cash,47,4,0
2171,4920,260,Bangalore,Italian,16-01-2024 19:10,6,264.06,Cash,53,3,0
2172,9186,874,Chennai,Mughlai,12-01-2024 04:33,7,910.82,UPI,38,4,0
2173,2900,488,Hyderabad,Fast Food,28-01-2024 22:56,4,606.78,Card,33,2,0
2174,3610,573,Ahmedabad,Italian,16-01-2024 03:02,1,1180.34,UPI,48,4,1
2175,7900,480,Delhi,Chinese,21-01-2024 08:34,6,160.94,Cash,44,3,0
2176,2449,864,Hyderabad,Chinese,14-01-2024 23:06,3,618.14,NetBanking,45,5,0
2177,9738,730,Kolkata,South Indian,22-01-2024 13:33,2,414.02,UPI,16,3,0
2178,6017,691,Mumbai,Bakery,26-01-2024 16:11,5,899.02,Card,29,2,0
2179,8999,223,Kolkata,Italian,16-01-2024 01:08,3,222.25,NetBanking,24,1,1
2180,7052,924,Bangalore,Fast Food,25-01-2024 04:58,5,790.92,Card,20,3,1
2181,3096,171,Mumbai,South Indian,04-01-2024 19:59,5,1142.87,UPI,47,4,0
2182,9895,267,Hyderabad,South Indian,08-01-2024 04:07,6,599.27,NetBanking,37,3,0
2183,7404,383,Delhi,Fast Food,09-01-2024 19:18,1,599.65,UPI,19,5,1
2184,4331,593,Mumbai,South Indian,28-01-2024 01:55,7,645.27,Cash,54,4,0
2185,8462,135,Mumbai,Fast Food,14-01-2024 21:39,2,557.28,Card,45,4,0
2186,6105,923,Pune,North Indian,27-01-2024 23:30,1,592.22,UPI,28,4,0
2187,3978,274,Ahmedabad,South Indian,08-01-2024 04:01,1,609.56,NetBanking,20,5,0
2188,3839,298,Chennai,Chinese,14-01-2024 04:52,4,1197.87,UPI,47,4,1
2189,4384,215,Hyderabad,North Indian,29-01-2024 17:23,1,228.08,UPI,46,2,0
2190,1685,414,Mumbai,South Indian,01-01-2024 21:01,2,413.85,UPI,26,3,0
2191,8531,319,Hyderabad,Fast Food,21-01-2024 06:08,3,331.87,Cash,53,2,0
2192,5283,990,Delhi,North Indian,07-01-2024 17:03,6,698.61,Cash,36,5,0
2193,8736,677,Mumbai,Bakery,23-01-2024 19:07,1,103.09,UPI,28,2,1
2194,8710,876,Ahmedabad,North Indian,16-01-2024 06:48,2,1113.21,NetBanking,49,4,0
2195,2619,233,Delhi,Chinese,24-01-2024 12:20,1,684.23,NetBanking,38,1,1
2196,7868,730,Kolkata,South Indian,20-01-2024 11:00,6,1085.68,NetBanking,49,3,0
2197,2431,221,Mumbai,South Indian,30-01-2024 00:44,5,479.46,Cash,29,5,1
2198,5713,932,Ahmedabad,Fast Food,24-01-2024 06:25,6,264.92,UPI,27,5,0
2199,5998,998,Pune,North Indian,14-01-2024 03:19,1,311.52,NetBanking,54,1,0
2200,1162,520,Bangalore,Chinese,07-01-2024 20:22,4,617.81,UPI,35,4,0
2201,2974,994,Chennai,Fast Food,20-01-2024 00:02,5,144.3,Card,17,3,0
2202,4291,591,Ahmedabad,Bakery,20-01-2024 14:05,2,959.98,Card,22,2,0
2203,9461,698,Chennai,Mughlai,25-01-2024 05:53,6,969.7,NetBanking,28,5,0
2204,1631,388,Ahmedabad,Fast Food,10-01-2024 01:43,1,872.15,NetBanking,24,5,1
2205,1905,748,Chennai,Chinese,22-01-2024 08:29,7,1085.97,NetBanking,47,4,0
2206,3014,152,Delhi,South Indian,09-01-2024 07:20,5,704.42,Cash,22,2,0
2207,8896,304,Hyderabad,Chinese,19-01-2024 23:35,5,627.25,NetBanking,18,3,0
2208,1204,447,Pune,South Indian,25-01-2024 19:16,3,682.09,UPI,23,1,0
2209,1581,150,Chennai,Italian,30-01-2024 18:23,5,300.15,NetBanking,15,4,1
2210,6675,938,Ahmedabad,North Indian,25-01-2024 05:13,6,663.52,NetBanking,37,,0
2211,6347,139,Ahmedabad,Chinese,24-01-2024 18:18,2,695.93,NetBanking,27,1,0
2212,3643,349,Ahmedabad,Mughlai,26-01-2024 14:50,7,941.05,Cash,43,4,0
2213,9017,317,Kolkata,Bakery,21-01-2024 01:54,1,482.71,NetBanking,44,1,0
2214,3297,278,Ahmedabad,Bakery,08-01-2024 21:57,6,201.45,Card,53,2,0
2215,1874,650,Ahmedabad,Cafe,15-01-2024 07:01,5,757.21,Cash,37,4,0
2216,6560,282,Mumbai,Fast Food,21-01-2024 19:23,7,966.75,UPI,35,3,0
2217,1689,835,Mumbai,Mughlai,21-01-2024 03:10,2,1166.52,Cash,53,1,0
2218,5000,263,Bangalore,South Indian,05-01-2024 03:17,3,199.28,UPI,27,,1
2219,1671,845,Ahmedabad,North Indian,06-01-2024 21:03,1,920.99,Card,45,2,1
2220,8927,476,Delhi,Bakery,19-01-2024 04:10,4,755.42,NetBanking,27,4,0
2221,2171,804,Mumbai,North Indian,11-01-2024 03:26,5,116.87,Card,40,4,0
2222,6591,596,Mumbai,Chinese,27-01-2024 16:17,5,890.07,Cash,38,,0
2223,7342,696,Pune,Fast Food,16-01-2024 01:44,3,128.82,Cash,39,5,0
2224,2449,560,Bangalore,Bakery,12-01-2024 03:32,2,963.78,UPI,18,4,0
2225,3539,854,Bangalore,Chinese,22-01-2024 07:57,3,893.45,Cash,35,4,0
2226,4959,573,Hyderabad,Fast Food,21-01-2024 15:48,2,856.71,Cash,21,5,0
2227,7285,784,Hyderabad,Italian,26-01-2024 00:29,1,232,UPI,20,3,0
2228,6432,136,Hyderabad,Chinese,07-01-2024 09:07,5,1110.94,Card,20,2,0
2229,5260,698,Mumbai,Cafe,15-01-2024 21:03,4,1088.8,Cash,53,5,1
2230,3361,740,Bangalore,South Indian,23-01-2024 16:12,3,1090.29,NetBanking,45,2,1
2231,7164,805,Kolkata,Chinese,03-01-2024 18:16,6,496.4,Cash,23,3,0
2232,4670,418,Delhi,Chinese,16-01-2024 05:08,4,641.39,Card,16,5,0
2233,2753,654,Hyderabad,Bakery,10-01-2024 11:06,4,226.38,UPI,35,4,0
2234,9100,511,Kolkata,Cafe,05-01-2024 22:04,5,156.2,Cash,21,1,0
2235,2938,455,Chennai,Italian,16-01-2024 12:43,5,164.66,UPI,15,2,0
2236,9562,770,Mumbai,Bakery,17-01-2024 00:25,7,725.65,Cash,21,2,0
2237,6976,716,Delhi,Italian,08-01-2024 04:36,7,453.54,NetBanking,23,1,0
2238,7588,328,Mumbai,Bakery,14-01-2024 11:27,6,737.51,UPI,39,2,0
2239,9616,828,Kolkata,Mughlai,20-01-2024 04:12,4,751.93,NetBanking,27,4,0
2240,7304,363,Hyderabad,Chinese,11-01-2024 17:40,1,1097.77,Cash,45,1,0
2241,8345,586,Kolkata,Fast Food,05-01-2024 18:00,6,1070.51,UPI,20,,0
2242,8875,660,Kolkata,Italian,01-01-2024 18:22,4,890.44,UPI,28,2,1
2243,7633,451,Pune,Mughlai,16-01-2024 21:30,2,1000.35,Cash,44,3,0
2244,1597,541,Mumbai,Italian,30-01-2024 09:08,6,103.48,Cash,36,1,1
2245,4062,734,Hyderabad,Fast Food,13-01-2024 06:29,7,117.09,NetBanking,18,1,0
2246,3336,558,Mumbai,North Indian,12-01-2024 15:08,2,604.45,Cash,43,,1
2247,1572,914,Hyderabad,Cafe,06-01-2024 17:34,2,819.06,Cash,16,3,1
2248,8521,124,Pune,Mughlai,05-01-2024 02:23,2,973.49,Card,44,4,0
2249,7171,230,Ahmedabad,Italian,29-01-2024 03:29,3,591.99,Cash,38,5,0
2250,8097,469,Bangalore,Italian,16-01-2024 21:02,7,1134.18,UPI,30,3,0
2251,3090,535,Bangalore,Fast Food,06-01-2024 18:41,1,996.48,Cash,39,3,0
2252,7566,323,Pune,Mughlai,05-01-2024 17:52,3,213.03,NetBanking,15,3,0
2253,5624,710,Pune,Fast Food,02-01-2024 16:41,3,584.2,Cash,26,4,0
2254,2633,451,Pune,Chinese,11-01-2024 04:11,2,1194.37,Card,53,4,0
2255,2517,901,Ahmedabad,Cafe,05-01-2024 06:41,1,550.94,Card,30,3,0
2256,4648,584,Pune,Chinese,01-01-2024 13:58,7,524.9,Card,41,2,0
2257,2537,296,Bangalore,Mughlai,06-01-2024 16:59,1,423.49,UPI,43,4,0
2258,4137,208,Bangalore,North Indian,02-01-2024 00:09,4,635.14,Card,43,3,0
2259,7985,959,Pune,North Indian,07-01-2024 19:45,6,902.84,NetBanking,18,2,0
2260,1097,319,Bangalore,North Indian,25-01-2024 16:57,3,152.22,Card,52,3,0
2261,4750,875,Chennai,South Indian,20-01-2024 02:28,6,1019.29,NetBanking,46,1,0
2262,9535,819,Mumbai,Fast Food,12-01-2024 01:22,6,1109.34,Cash,18,2,0
2263,9174,418,Kolkata,Italian,06-01-2024 13:03,1,959.2,UPI,48,,0
2264,9103,181,Pune,Fast Food,12-01-2024 20:36,7,1107.2,Cash,48,5,0
2265,6413,636,Bangalore,Fast Food,01-01-2024 01:18,5,204.39,NetBanking,16,,0
2266,5666,797,Chennai,North Indian,21-01-2024 20:15,6,595.12,UPI,42,,0
